0.6411788036,0.4686061792
0.6120606266,0.3484377583
0.7539382268,0.695374609
0.665571745,0.566523704
0.3982649248,0.576282167
0.7578477478,0.6863659495
0.6367006091,0.5472318424
0.3587516875,0.5941222783
0.7715370414,0.6972486708
0.6010986944,0.5243882416
0.3364470563,0.6073998087
0.7617439949,0.6925325846
0.5721681904,0.5137187213
0.3215726448,0.6146837711
0.7501172365,0.6791611742
0.5485168177,0.5097155113
0.3094633276,0.6242209137
0.7415349739,0.6639750215
0.5272394422,0.504044578
0.2937546195,0.6395943469
0.7350495882,0.6573086971
0.5125487649,0.5016646146
0.2833138794,0.6514766036
0.729654068,0.65074557
0.5030472588,0.5020313222
0.2771378449,0.6616623103
0.7253215314,0.6416501024
0.4965665925,0.5015656827
0.2733554884,0.6663258098
0.7222158652,0.6385428062
0.4906942963,0.5047972188
0.2703068577,0.6681268067
0.719104847,0.633757307
0.4868859856,0.5024705737
0.2672343773,0.6753542458
0.7178429434,0.6323407977
0.4842256601,0.5002524278
0.2664716153,0.677703581
0.7159612713,0.6313798167
0.4822265914,0.5016195089
0.2657143326,0.6776190497
0.7147162128,0.6297235898
